일자,언론사,기고자,제목
20141222,경향신문,디지털뉴스팀,박근혜 대통령 지지율 39.9% 통진당 해산 후 하락세 멈춰
20141222,경향신문,이용욱,박 대통령 “민주주의 지킨 역사적 결정”
20141222,경향신문,이용욱,박 대통령 “노동시장 개혁 더 못미뤄”
20141222,한국경제,,"박 대통령, 국민경제자문회의 주재 ""노동시장 개혁 시급"""
20141222,국제신문,,박 대통령- 김정은 러시아서 만날까
20141222,국제신문,,"박 대통령 ""자유민주주의 지켜낸 역사적 결정"""
20141222,중부매일,김성호 기자,"박 대통령, ""노동시장 개혁 더 미룰 수 없는 시급한 과제"""
20141222,KBS,송창언,박 대통령 “내년이 마지막 기회 노동시장 개혁”
20141222,한라일보,뉴미디어부 기자 hl@ihalla.com,"'종북논란' 황선, 박 대통령 명예훼손 직권남용 혐의 고소"
20141222,충청투데이,김홍민 기자,"박근혜 대통령 “헌재, 통진당 해산 자유민주주의 지킨 역사적 결정 내린것”"
20141222,강원일보,"김창우
기자","러, 박 대통령 김정은 전승기념식 동시 초청"
20141222,경상일보,연합뉴스,"‘종북논란’ 황선, 박 대통령 상대 고소장 제출"
20141222,파이낸셜뉴스,신아람,"'종북콘서트 논란' 황선, 명예훼손으로 박 대통령 고소"
20141222,한겨레,,"박 대통령, 이정희 전 대표에게 “행복이 가득하길” 연하장 보내"
20141222,충청일보,이득수,박 대통령 “내년은 우리 경제 체질 개선할 마지막 기회”
20141222,충청일보,이득수,박 대통령 지지도 통진당 해산 결정 후 상승세로 ‘반전’세
20141222,머니투데이,이태성|기자,"'종북논란' 황선씨, 박근혜 대통령 檢에 고소"
20141222,매일경제,,"황선, 명예훼손 혐의로 박근혜 대통령 고소 ""종북 콘서트 아니였다"""
20141222,매일경제,,[김형오의 시사 엿보기] 8대1의 의미와 박 대통령 지지율 40% 회복
20141222,매일경제,,"박근혜 대통령 ""노동시장 개혁 더이상 미룰 수 없는 과제"""
20141222,매일경제,,"`종북논란` 황선 ""명예훼손 혐의로 박 대통령 고소"""
20141222,경인일보,,"박근혜 대통령 ""헌재 통진당 해산은 역사적 결정"""
20141222,매일경제,,"황선, 명예훼손 혐의로 박 대통령 고소"
20141222,경인일보,정의종,"박근혜 대통령 ""헌재 통진당 해산은 역사적 결정"""
20141221,아시아경제,이장현,"'종북논란' 황선 전 민노당 부대변인 ""명예훼손 혐의 박 대통령 고소"""
20141221,전북도민일보,강성주 기자,"박 대통령, “통진당 해산, 역사적 결정”"
20141221,충북일보,김동민,'어머니 고향 충청' 박근혜 대통령 외면
20141221,매일경제,이준희,박 대통령 전용기에 미사일 방어장비 장착
20141221,경상일보,경상일보,박근혜 대통령 “통진당 해산결정은 자유민주주의 지킨 역사적 결정”
20141221,국민일보,김영석 기자,"'종북' 논란 황선,박근혜 대통령 명예훼손 혐의로 고소"
20141221,국민일보,김영석 기자,"박 대통령의 헌재 결정 언급, 헌법 수호자 입장? 보수층 결집용?"
20141221,경향신문,,박 대통령 “민주주의 지킨 역사적 결정”
20141221,서울경제,,"박근혜 대통령, 참석 가능성 커 남북정상 조우할까"
20141221,경상일보,연합뉴스,‘종북논란’ 황선 “명예훼손 혐의로 박 대통령 고소”
20141221,매일경제,,"`종북논란` 황선 ""명예훼손 혐의로 박 대통령 고소"""
20141221,한겨레,,"박 대통령, ‘헌재 결정 논란’ 적극 대응 의사 밝혀"
20141221,한겨레,,“자유민주주의 지켜낸 역사적 결정”‘아버지 시대’로 박대통령의 시계는 거꾸로 돈다
20141221,충청일보,이득수,박 대통령 헌재 판결에 입장 표명 ‘지지층 결집용’ 분석
20141220,중앙일보,,"[사진] 박 대통령, 혼다 리퍼트 접견"
20141220,매일경제,,"靑 ""푸틴, 박근혜 대통령 러시아로 초청"""
20141220,매일경제,,"푸틴, 김정은 초청, 러시아 건재 과시 의도 박근혜 대통령에게도 초청장을?"
20141220,매일경제,,"푸틴, 김정은 초청, 박근혜 대통령에게도 초청장 보내 3자 회담 가능할까?"
20141220,영남일보,이영란,"박 대통령, 당선 2주년 경제 외교 평상모드"
20141220,영남일보,임성수,정치/12.20/박 대통령 지지율 TK서도 50% 무너져
20141220,강원도민일보,남궁창성,박 대통령 여성기업인 오찬
20141220,강원도민일보,남궁창성,박 대통령 지지도 37% 곤두박질
20141220,경향신문,,"박 대통령 “통진당 해산결정, 자유민주주의 지킨 역사적결정”"
20141220,경향신문,,[단독]박 대통령 동생 “‘형님’ 본 지 가물가물  너무 외로울 것 같아 가슴 아파”
20141220,경향신문,,TK 50대 지지율까지 추락 박 대통령 ‘국정 동력’ 잃었다
20141220,경향신문,유정인,박 대통령 지지율 37% 역대 최저 ‘비선 의혹’ 이후 영남도 등 돌렸다
20141220,국제신문,정순백,"5면, 박 대통령 추가"
20141220,국제신문,,"박 대통령, 혼다 미국 의원 면담 등 '평소모드'"
20141220,부산일보,김종우,박 대통령 '콘크리트 지지율' 금 가나
20141220,헤럴드경제,육성연 기자,"통합진보당 해산 결정, 박 대통령 “민주주의 지켜낸 역사적 결정”"
20141220,KBS,이재원,박 대통령 “자유민주주의 지킨 역사적 결정”
20141220,매일경제,이우진,"""자유민주주의 지켰다"" 박 대통령 첫 공식입장"
20141220,매일경제,,"박 대통령, 통진당 해산에 첫 입장 ""자유민주주의 지켜내"""
20141220,매일경제,,"박근혜 대통령 ""통진당 해산, 자유민주주의 지킨 역사적 결정"""
20141220,매일경제,,"통진당 해산 결정에 대한 박근혜 대통령 공식입장 발표 ""역사적 결정"""
20141220,매일경제,,"[속보] 박근혜 대통령 ""헌재 통진당 해산결정은 역사적 결정"""
20141220,매일경제,,"통진당 해산 결정, 이정희 ""박근혜 정권이 대한민국을 독재국가로 """
20141219,세계일보,이도형,박근혜 대통령 긍정평가 37% 갤럽조사 최저
20141219,서울신문,온라인뉴스부,"박근혜 대통령 지지율 37%, 부정평가 52% 최고 “도대체 왜?”"
20141219,충북일보,김동민,박근혜 대통령 지지율 37%
20141219,충북일보,김동민,"박 대통령 ""일학습병행 수료시 기업 채용 인사 반영""<사진 연"
20141219,대구일보,정규성,"박 대통령 “FTA, 체결만큼 활용도 중요”"
20141219,영남일보,,"“기업 해외진출 국가적 지원 검토” 박대통령, 관련 부처 주문"
20141219,국민일보,김영석 기자,"갤럽 ""박 대통령 지지율 TK 제외 전 지역서 30%대"""
20141219,국민일보,신창호 기자,"박 대통령, 혼다 미 하원의원 접견"
20141219,국민일보,김영석 기자,"박 대통령, 친한파 혼다 의원 접견...주제는 일본군 위안부"
20141219,국민일보,김영석 기자,통진당 해산날 여성기업인 만난 박 대통령
20141219,국민일보,김영석 기자,"박 대통령 ""복지 정책, 재정 등의 이유로 한계가 있다"""
20141219,국민일보,김영석 기자,"박 대통령,오늘 대선 승리 2주년...특별 행사 없다"
20141219,국민일보,김영석 기자,"박 대통령 ""일본군 위안부 문제는 과거 아닌 현재 미래문제"""
20141219,국민일보,김영석 기자,청와대 구내식당 점심 무료...박 대통령 당선 2주년 기념
20141219,경향신문,,[경향포토]박대통령 산업포장 수여
20141219,경향신문,,"박 대통령, 오늘 대선 승리 2주년 “100% 대한민국” 약속은 어디로"
20141219,경향신문,디지털뉴스팀,갤럽 “박대통령 지지율 37% 집권 후 최저”
20141219,경향신문,,"박 대통령 ""위안부 문제는 과거 문제가 아니라 현재와 미래 문제"""
20141219,경향신문,강병한,TK 50대 지지율까지 추락 박 대통령 ‘국정 동력’ 잃었다
20141219,경향신문,,박 대통령 지지율 37% 집권 후 최저 ‘비선 의혹’ 이후 영남마저 등 돌렸다
20141219,한국경제,,"통합진보당 해산 심판, 이정희 대표 ""박근혜 정권이 """
20141219,한국경제,,"갤럽 ""박 대통령 지지율 37% 집권후 최저"""
20141219,한국경제,,"박 대통령 ""군 위안부는 과거 아닌 현재 미래문제"""
20141219,서울경제,,[속보]이정희 “박근혜 대통령이 한국을 독재국가로 전락시켜”
20141219,서울경제,,"갤럽 ""박대통령 지지율 37% 집권후 최저"""
20141219,헤럴드경제,박도제 기자,박근혜 대통령 2년 지지율 ‘반토막’
20141219,헤럴드경제,육성연 기자,통합진보당 이정희 대표 “박 대통령이 대한민국을 독재국가로 전락시켰다”
20141219,충청투데이,김홍민,"박 대통령, 기업에 등태소천(登泰小天, 태산에 오르면 천하가"
20141219,파이낸셜뉴스,정상희,"이정희 ""박근혜 정권이 대한민국 독재국가로 전락시켜"""
20141219,내일신문,백만호,"이정희 ""박근혜정권, 대한민국을 독재국가로 전락시켰다"""
20141219,매일경제,,"통합진보당 해산, 이정희 ""박근혜 정권이 대한민국을 독재국가로 """
20141219,중부일보,,박 대통령 지지율 37% '추락' 취임후 최저 기록
20141219,전자신문,권상희,"박 대통령 ""내년 여성기업 전용 R&D자금 신설"""
20141219,매일경제,,"박 대통령 ""군 위안부는 과거 아닌 현재 미래의 문제""(종합)"
20141219,한겨레,이승준,박 대통령 당선 2주년 박 대통령 지지율 최저
20141219,경인일보,,박근혜 대통령 당선 2주년 이벤트없이 '조촐히'
20141219,세계일보,인터넷팀,"통합진보당 해산, 이정희 대표 “박근혜 정권이 대한민국을 독재국가로 전락시켰다"""
20141219,경인일보,송수은,박근혜 대통령 당선 2주년 이벤트없이 '조촐히'
20141218,경남신문,이상권,"박 대통령 “노후산단, 창조산단으로 재도약 지원”"
20141218,중앙일보,,"박 대통령, ""주요 신흥국과 FTA 추진을 전략적으로 검토하겠다"""
20141218,중앙일보,,대면보고보다 서면보고 선호  박 대통령 오랜 스타일
20141218,세계일보,백영철,"[사설] 박 대통령 ‘대선승리 2년’, 쇄신 없인 약속 지킬 수 없어"
20141218,충북일보,김동민,"박 대통령 ""일학습병행 수료시 기업 채용 인사 반영"""
20141218,매일경제,,"박 대통령 ""`미생` 청년세대 잘 표현해 구직난 안타깝다”"
20141218,전자신문,권상희,"박 대통령, ""기업 해외진출 르네상스 위해 3대 방향 실천"""
20141218,영남일보,마창성,12/17 포항 2사 박근혜 대통령 포항제철소 방문
20141218,영남일보,이영란," st 경북창조혁신센터 출범-- 박 대통령 ""산업단지→창조산업"
20141218,국민일보,김영석 기자,"박근혜 대통령 ""우수문화 콘텐츠 상설전시장 만들자"""
20141218,국민일보,김영석 기자,"박근혜 대통령 ""알리는게 반이다...모르면 그림의 떡"""
20141218,국민일보,김영석 기자,박근혜 대통령이 '미생'을 거론하며 안타까워 한 까닭은?
20141218,국민일보,김영석 기자,"박 대통령,대선 승리 2주년인 19일 무엇하고 지내나?"
20141218,국민일보,김영석 기자,"북한, 박 대통령 향해 ""괴뢰집권자가 바른 소리하는 사람 협박하고 있다""왜?"
20141218,경향신문,,"[경향포토]박 대통령,모두발언"
20141218,경향신문,,[경향포토]모두발언하는 박 대통령
20141218,경향신문,,[경향포토]토론회 참석한 박 대통령
20141218,경향신문,,[경향포토]토론회 입장하는 박 대통령
20141218,경향신문,,"박 대통령, 19일 대선 승리 2주년 “100% 대한민국” 약속은 어디로"
20141218,경향신문,,"야당 “박 대통령 집권 2년, 대통령 불통 경제 깡통 국정 먹통”"
20141218,경향신문,,[경향포토]토론회 모두발언하는 박 대통령
20141218,경향신문,,[경향포토]해외진출 성과 확산 토론회에 참석한 박 대통령
20141218,경향신문,,"[경향포토]박 대통령,경제5단체 초청 해외진출 성과 확산 토론회 참석"
20141218,경향신문,,“박 대통령이 안 바뀌면 나라가 불행해진다”
20141218,한국경제,,"박근혜 대통령 '미생' 거론  ""청년세대 잘 표현, 구직난 안타까워"""
20141218,한국경제,,"박근혜 대통령 ""기업해외진출 르네상스 여는 3대방향 실천"""
20141218,부산일보,,"박 대통령, 선친 고향 구미 방문 '문건 정국' 심정 토로"
20141218,서울경제,,"[박근혜 대통령 경제외교 2년 성과 들여다보니 ] 박근혜 대통령, 해외진출 르네상스 3대 정책 제시"
20141218,서울경제,,"박근혜 대통령, 유가 하락 공공요금 반영 주문에 산업부 ""전기료는 내리기 어려워"""
